,store,predictions,worst_scenario,best_scenario,MAE,MAPE
101,102,261083.64,260254.1477380701,261913.1335119299,829.492886929899,0.12431585076936336
102,103,188430.02,187856.30841559332,189003.72283440668,573.7072094066721,0.12088494380309926
103,104,369647.3,368803.1567778716,370491.4682221284,844.1557221283784,0.07920646077207939
104,105,181379.98,180878.16525680953,181881.80349319047,501.8191181904554,0.09524840457487407
105,106,306317.1,305475.6895059122,307158.4979940878,841.4042440878377,0.08911954651689305
106,107,268715.94,267951.9426863387,269479.9323136613,763.9948136613169,0.09868212217009288
107,108,445958.75,445072.4708614865,446845.0291385135,886.2791385135131,0.07045672838074264
108,109,236282.0,235791.77046822212,236772.22953177788,490.22953177787093,0.07166433761072426
109,110,177329.23,177001.09634976773,177657.37240023227,328.1380252322645,0.07478665786519324
110,111,249005.8,248435.53516944678,249576.05858055322,570.2617055532089,0.08473152194889556
111,112,223877.28,223295.5008577914,224459.0616422086,581.7803922086147,0.0890632618277396
112,113,222136.19,221616.90824271538,222655.46675728462,519.2792572846276,0.09276751916767023
113,114,194505.6,194068.95303262246,194942.23446737754,436.6407173775344,0.08367486919704291
114,115,299032.6,298260.2490366343,299804.9384633657,772.3447133657093,0.09529387265112867
115,116,256160.03,255705.9050095017,256614.1574904983,454.1262404983113,0.06619382599591198
116,117,139027.08,138700.6983939506,139353.4578560494,326.3797310494088,0.09729969648247387
117,118,283016.75,282124.7550147804,283908.7449852196,891.9949852195938,0.09609904028602256
118,119,217244.31,216861.81446632178,217626.81053367822,382.49803367821016,0.06554378813938226
119,120,257507.19,256785.8713576858,258228.5036423142,721.3161423141896,0.09876478026904116
120,121,165911.73,165451.8815786001,166371.5871713999,459.85279639991563,0.12848839938005735
121,122,328661.9,327926.0997115734,329397.7127884266,735.8065384265982,0.08757429101953128
122,123,293669.75,293084.93111935176,294254.56888064824,584.8188806482245,0.0817175895019991
123,124,166314.27,165823.32300464527,166805.20824535473,490.9426203547299,0.11162226671869128
124,125,397927.12,396525.40351826436,399328.84648173564,1401.721481735643,0.10932605234562198
125,126,203936.66,203444.4234124261,204428.8890875739,492.23283757390146,0.10102406472043227
126,127,192364.27,191696.23655247045,193032.29469752955,668.0290725295611,0.11695412678499283
127,128,314012.72,313304.62329761405,314720.81420238595,708.0954523859789,0.08312398404992442
128,129,323487.2,322680.0954391892,324294.2795608108,807.0920608108104,0.09945470317461913
129,130,190708.84,190247.4154613598,191170.2720386402,461.4282886402028,0.08827927261353553
130,131,182705.94,182157.11836861275,183254.75663138725,548.8191313872464,0.1119266596604709
131,132,256560.94,255762.24922138936,257359.62577861064,798.6882786106409,0.10276885707577955
132,133,224850.75,224400.71450723184,225300.78549276816,450.0354927681573,0.09911685367565158
133,134,174768.05,174359.53440403295,175176.55934596705,408.5124709670607,0.08647534135104017
134,135,247204.75,246483.61211993243,247925.88788006757,721.1378800675677,0.11544983747923028
135,136,213283.1,212657.0853832348,213909.1021167652,626.0083667652029,0.1130620145799345
136,137,298580.44,297833.40365023224,299327.47134976776,747.0338497677377,0.10682800119895992
137,138,274187.8,273670.2260148332,274705.3989851668,517.5864851668066,0.07428803275581314
138,139,250523.89,249751.30417282516,251296.47707717484,772.5864521748317,0.13670958604581568
139,140,271749.88,271201.5449086782,272298.2050913218,548.3300913217909,0.07149943273468966
140,141,198594.23,198103.11312288852,199085.35562711148,491.1212521114871,0.08411847157795777
141,142,171172.39,170771.39266390415,171573.38858609585,400.9979610958615,0.09100161109410158
142,143,227720.16,227175.20317778716,228265.10932221284,544.9530722128375,0.08417726921593532
143,144,279691.3,279058.3503615921,280324.2746384079,632.9621384079397,0.08399180636461032
144,145,280209.25,279549.7599239865,280868.7400760135,659.4900760135143,0.08044944914380163
145,146,318352.0,317589.2393105997,319114.7606894003,762.7606894003375,0.09600921302083966
146,147,309742.22,309122.93442514783,310361.50307485217,619.2843248521967,0.08069953829604481
147,148,311019.88,310401.8913376267,311637.8586623733,617.9836623733108,0.07114869053287307
148,149,208446.33,207670.0326488598,209222.6236011402,776.2954761402027,0.14413088533268123
149,150,312984.38,312297.5614178632,313671.1885821368,686.8135821368238,0.0749452268603823
150,151,255041.5,254516.2438766892,255566.7561233108,525.2561233108108,0.07349825194915623
151,152,204652.72,204307.60080368453,204997.83669631547,345.1179463154562,0.06569297272699956
152,153,252166.42,251300.97172587627,253031.87202412373,865.4501491237334,0.1474477692125782
153,154,324493.84,323781.7871225718,325205.9003774282,712.0566274282103,0.07839179641925241
154,155,259721.34,258808.01454286318,260634.67295713682,913.3292071368239,0.14050649401365164
155,156,260222.03,259499.28115762246,260944.78134237754,722.750092377535,0.1368243519684276
156,157,355501.16,354752.1404930321,356250.1720069679,749.015756967906,0.07476774105236712
157,158,308347.16,307666.0278980152,309028.2846019848,681.1283519847971,0.08458805833015003
158,159,286739.72,286254.3025100296,287225.1349899704,485.4162399704394,0.06167274195280291
159,160,211549.69,211226.71580711572,211872.65919288428,322.9716928842913,0.06189589038586936
160,161,271696.8,270982.53588207345,272411.08911792655,714.27661792652,0.10017380497778533
161,162,279599.06,278739.9586940456,280458.1663059544,859.1038059543919,0.10094781719593654
162,163,258289.1,257592.70014252534,258985.48735747466,696.3936074746617,0.10466562598348306
163,164,231496.42,230788.8848777977,232203.9588722023,707.5369972022808,0.10068485203240159
164,165,144854.95,144481.56119351773,145228.34505648227,373.3919314822637,0.09643204768812366
165,166,205984.3,205415.47289379223,206553.12085620777,568.8239812077696,0.10174406167557501
166,167,325718.72,324799.7040487753,326637.7334512247,919.014701224662,0.10799643437851966
167,168,281934.22,281373.4734480574,282494.9640519426,560.7453019425677,0.07194436871381185
168,169,230606.8,229975.5998733108,231237.9938766892,631.1970016891894,0.116111783419946
169,170,155693.88,155291.6599846917,156096.0900153083,402.21501530827754,0.10541028036221886
170,171,303410.03,302828.02719858533,303992.03530141467,582.0040514146964,0.07805555978242765
171,172,242813.73,242127.5694811022,243499.8992688978,686.1648938978034,0.10063311556613344
172,173,288875.1,288255.4321025127,289494.7553974873,619.6616474873299,0.07641706602447132
173,174,231059.2,230326.73657886402,231791.66967113598,732.4665461359789,0.12183819581872259
174,175,211303.03,210709.41329708614,211896.64920291386,593.6179529138516,0.09256695724838647
175,176,194644.23,194157.53189664273,195130.93685335727,486.7024783572635,0.10890009995692987
176,177,142621.45,142244.64748403188,142998.25876596812,376.80564096811656,0.1180677947836171
177,178,366273.5,365626.4022249789,366920.5977750211,647.0977750211148,0.06841028990695551
178,179,261820.45,261072.09163851352,262568.8146114865,748.3614864864863,0.10202707538793869
179,180,268669.5,268187.88875105575,269151.11124894425,481.61124894425757,0.06566175918245043
180,181,238855.45,238299.47683303422,239411.42941696578,555.9762919657933,0.0990684329142716
181,182,199915.02,199431.20292704814,200398.82832295186,483.8126979518581,0.08195750426980682
182,183,162110.28,160927.9083921371,163292.6541078629,1182.3728578629027,0.1500691275767265
183,184,249539.08,248995.5943042652,250082.5619457348,543.4838207347973,0.0910088306945611
184,185,238468.61,237797.18435916386,239140.03439083614,671.4250158361491,0.09843298770289437
185,186,147512.55,147159.00845254434,147866.08529745566,353.5384224556588,0.08959491320732384
186,187,233182.16,232816.58253932642,233547.72996067358,365.5737106735631,0.06029676752416121
187,188,189773.06,189093.27084433066,190452.85415566934,679.7916556693403,0.111392952152884
188,189,304521.75,303947.08824693837,305096.41175306163,574.661753061655,0.07142199795924073
189,190,273784.75,273113.39127164276,274456.10872835724,671.3587283572641,0.08264512472775257
190,191,249717.4,249194.5848289696,250240.2276710304,522.8214210304052,0.07378249260633214
191,192,456286.56,455104.224609375,457468.900390625,1182.337890625,0.08615135128866176
192,193,197062.31,196605.2423260663,197519.3826739337,457.0701739336985,0.0899294770336532
193,194,190444.64,190018.01018132392,190871.27106867608,426.6304436760974,0.08587480962054408
194,195,395359.0,394476.5214315878,396241.4785684122,882.4785684121625,0.08333486307955705
195,196,189703.31,189238.54028320312,190168.08471679688,464.7722167968751,0.0900710620854715
196,197,234921.36,234385.59129539697,235457.12745460303,535.7680796030403,0.0766354490157466
197,198,95808.96,95389.48142221812,96228.44045278188,419.47951528188355,0.1714544300285126
198,199,315524.75,314802.3595069679,316247.1404930321,722.3904930320954,0.08753936492366708
199,200,288418.34,287610.32344013936,289226.36405986064,808.0203098606426,0.10766330142603105
200,201,208182.9,207661.64726958403,208704.16523041597,521.2589804159626,0.09500994669887099
201,202,229763.52,229238.58696684966,230288.44428315034,524.9286581503378,0.07958418260368408
202,203,236413.52,235739.76641680743,237087.26483319257,673.7492081925672,0.09324194076384063
203,204,209707.66,209270.8193359375,210144.4931640625,436.8369140624993,0.07500688604824633
204,205,231478.67,231042.60248627534,231914.74126372466,436.06938872466264,0.07003286811049364
205,206,279406.7,278541.42685019004,280271.94814980996,865.2606498099668,0.1162894843205438
206,207,420901.12,420240.0315931165,421562.2184068835,661.0934068834474,0.06124971053501671
207,208,103280.02,102901.88679133235,103658.16008366765,378.13664616765175,0.11743041068292497
208,209,242064.4,241335.96214117005,242792.85035882995,728.4441088299425,0.10963331883666308
209,210,120082.484,119776.4359493771,120388.5328006229,306.0484256228889,0.10415191249247706
210,211,466768.0,465197.17517419765,468338.82482580235,1570.8248258023655,0.10413696986922558
211,212,172076.23,171667.85218934756,172484.61656065244,408.38218565244927,0.08963887921965248
212,213,318050.22,317285.22203600087,318815.21546399913,764.9967139991562,0.08988379247332526
213,214,355376.3,354443.02685546875,356309.59814453125,933.2856445312503,0.09783461430608234
214,215,237484.3,236865.42674461572,238103.16700538428,618.8701303842903,0.103024052124335
215,216,268533.12,267757.7266812711,269308.5233187289,775.3983187288859,0.11622380333161329
216,217,177125.66,176747.09130199536,177504.22119800464,378.56494800464526,0.0730152938885874
217,218,177614.6,177256.20805400127,177972.97944599873,358.38569599873284,0.09332304129528676
218,219,111378.375,111099.65515136719,111657.09484863281,278.7198486328125,0.09041591986965891
219,220,176889.64,176349.802166913,177429.479083087,539.8384580869927,0.11167371462688151
220,221,219429.84,218901.43950591216,219958.24799408784,528.4042440878376,0.08396957188890822
221,222,179004.77,178647.35791675464,179362.17333324536,357.4077082453544,0.07160871819203839
222,223,262491.3,261793.82077438766,263188.8042256123,697.4917256123305,0.0972346890505051
223,224,266725.47,266060.6432907517,267390.2942092483,664.8254592483096,0.0819742211706319
224,225,198474.48,197927.05041833827,199021.91833166173,547.4339566617399,0.10280207706857364
225,226,261906.56,261263.2352327914,262549.8897672086,643.3272672086149,0.09870281772583625
226,227,227035.8,226581.716229413,227489.877520587,454.08064558699425,0.07840616424530104
227,228,313894.12,313269.1412584459,314519.1087415541,624.9837415540546,0.08007150788172432
228,229,338866.7,338258.10508604307,339475.26991395693,608.5824139569258,0.07111737855468461
229,230,279056.0,278316.4338576858,279795.5661423142,739.5661423141895,0.09234415315134849
230,231,185568.73,185032.55753140835,186104.91121859165,536.1768435916387,0.10828502567301874
231,232,139815.0,139533.84941142314,140096.15058857686,281.1505885768585,0.07689074934855389
232,233,347303.22,346432.07357210724,348174.36392789276,871.1451778927368,0.08994623196969484
233,234,409099.3,407993.3844884924,410205.2405115076,1105.9280115076033,0.11756020444556867
234,235,202488.75,202004.83127903295,202972.66872096705,483.918720967061,0.0860223919569256
235,236,255003.31,254393.51392261402,255613.11107738598,609.7985773859793,0.08427363327982171
236,237,170601.62,170190.43811365077,171012.81188634923,411.18688634924024,0.08901120106801295
237,238,277524.5,276748.38819679053,278300.61180320947,776.1118032094594,0.10871057017416133
238,239,192966.6,192566.29012484165,193366.89737515835,400.30362515836185,0.07889974333405991
239,240,176230.7,175849.26441089527,176612.14183910473,381.4387141047302,0.08354513902139563
240,241,250553.27,250024.48392630913,251082.04732369087,528.781698690878,0.07995340088306539
241,242,149457.23,149061.39291464316,149853.07583535684,395.8414603568413,0.09544415599184997
242,243,258444.42,257815.44048247466,259073.40326752534,628.9813925253382,0.09446197877887168
243,244,200331.03,199555.63370328335,201106.42879671665,775.3975467166387,0.143967955998057
244,245,326501.53,325553.01392261405,327450.04857738595,948.5173273859799,0.1005568269256421
245,246,251440.22,250789.17085884712,252091.26664115288,651.0478911528709,0.08903202726324246
246,247,311858.94,311254.5835620777,312463.2914379223,604.353937922297,0.08039476810221487
247,248,300968.8,300358.05867293075,301579.56632706925,610.7538270692589,0.07833451609732305
248,249,204077.06,203624.07340714737,204530.05159285263,452.9890928526182,0.08476294494599534
249,250,328185.4,327474.95678051095,328895.85571948905,710.4494694890203,0.07639758861415089
250,251,676732.75,675223.0458456504,678242.4541543496,1509.7041543496618,0.08096195423328409
251,252,386206.0,385504.05306429474,386907.94693570526,701.946935705235,0.06931358120451896
252,253,205335.27,204803.52934966216,205867.00190033784,531.7362753378369,0.0971317898086605
253,254,119739.25,119390.7682775549,120087.7317224451,348.4817224451013,0.11405687476398152
254,255,235946.39,235520.68050570102,236372.10074429898,425.7101192989868,0.06725530521382303
255,256,325658.53,324648.61347920186,326668.44902079814,1009.9177707981421,0.13630491667959205
256,257,187641.27,187170.546875,188111.984375,470.7187499999995,0.10922261201094602
257,258,224785.2,224216.41579127955,225353.99045872045,568.7873337204386,0.10150253517042279
258,259,541227.9,540620.6580895712,541835.0919104288,607.2169104287794,0.047361713296970614
259,260,236537.64,235931.22678684545,237144.05446315455,606.4138381545611,0.09545226308810129
260,261,403271.88,401968.24824482686,404575.50175517314,1303.6267551731426,0.10140761922034441
261,262,852655.75,850924.3743413881,854387.1256586119,1731.3756586119162,0.08027982167280019
262,263,167102.73,166752.75787188555,167452.71087811445,349.9765031144425,0.07861417680734316
263,264,238499.45,237848.6555505701,239150.2506994299,650.7975744298973,0.10199243441532721
264,265,203265.25,202709.26388962203,203821.23611037797,555.9861103779568,0.12320182736908958
265,266,149394.94,148946.5880423881,149843.2869576119,448.3494576119094,0.11364664000558772
266,267,322777.9,321487.4763249578,324068.3361750422,1290.4299250422291,0.12964931597967677
267,268,172703.17,172298.2424778294,173108.1012721706,404.92939717060744,0.08140329279396119
268,269,297741.2,296909.98950855155,298572.38549144845,831.1979914484792,0.11516682426698854
269,270,332484.8,331398.33531725087,333571.28968274913,1086.477182749156,0.11004158494275396
270,271,278668.3,277589.40322133654,279747.22177866346,1078.9092786634296,0.19036596260989896
271,272,239055.08,238643.03611301733,239467.12013698267,412.04201198268584,0.06874704319417324
272,273,271187.78,270610.5625,271765.0,577.2187499999997,0.0759931758329143
273,274,203304.48,202053.13828579214,204555.83046420786,1251.3460892078492,0.21682909450326807
274,275,230106.98,229336.37105415962,230877.59769584038,770.613320840371,0.10960562888049222
275,276,149452.67,148995.23114178632,149910.11260821368,457.4407332136826,0.14262055598809467
276,277,229214.97,228738.40196104307,229691.53553895693,476.5667889569261,0.07487465659086597
277,278,262403.56,261836.0239785684,262971.10102143156,567.5385214315891,0.08141538920108611
278,279,363384.4,361780.4820127745,364988.3304872255,1603.924237225506,0.1698008070686032
279,280,243390.3,242960.08984375,243820.50390625,430.2070312500004,0.06692861451194765
280,281,216164.42,215704.61588101773,216624.22786898227,459.80599398226303,0.07465744878509369
281,282,161480.67,161145.2677496833,161816.0760003167,335.40412531672246,0.07307501754736745
282,283,268947.6,268026.7634343328,269868.4240656672,920.8303156672304,0.11029852607445734
283,284,202988.92,202441.89057221284,203535.95317778716,547.0313027871617,0.0970398179211045
284,285,199207.67,198507.89767208614,199907.44607791386,699.7742029138511,0.12438890848342381
285,286,135000.67,134636.4724846917,135364.8712653083,364.1993903082771,0.13626554049584377
286,287,319785.1,319200.0193596917,320370.1681403083,585.0743903082766,0.07135000796127447
287,288,213241.64,212582.7872281461,213900.4940218539,658.8533968538851,0.125740049213303
288,289,231051.92,230407.74309807856,231696.10065192144,644.1787769214537,0.10987863886542563
289,290,255849.14,255298.79634052998,256399.48490947002,550.3442844700165,0.0836251670278002
290,291,294868.47,294356.47555954393,295380.46194045607,511.9931904560801,0.06776306672949567
291,292,104033.086,100714.98153525905,107351.19033974095,3318.1044022409533,0.5658280985089493
292,293,222479.42,222054.43007020693,222904.41367979307,424.9918047930745,0.07516845781622161
293,294,216728.4,216089.10723052153,217367.70526947847,639.2990194784632,0.10345578418146766
294,295,212144.64,211568.1309913429,212721.1502586571,576.5096336570958,0.09038599074186994
295,296,266343.3,265776.3049250422,266910.3200749578,567.0075749577697,0.09178273297121824
296,297,254572.72,253949.5225929054,255195.9149070946,623.1961570945952,0.08085380621087551
297,298,314218.12,313515.65853304474,314920.59146695526,702.4664669552358,0.08469396087779578
298,299,309841.72,308620.4760117642,311062.9614882358,1221.242738235829,0.13557716517642518
299,300,285157.66,284547.7256519215,285767.5868480785,609.9305980785487,0.08234738408913424
300,301,201408.14,200923.3696816934,201892.9115683066,484.77094330658764,0.08805532986944097
301,302,140610.61,140224.59676546665,140996.62198453335,386.0126095333621,0.10380153685410001
302,303,240941.3,240330.0991804793,241552.4945695207,611.1976945206934,0.10134553948701615
303,304,245151.81,244507.13372307856,245796.49127692144,644.6787769214516,0.09418403154071929
304,305,229524.14,228996.79189980996,230051.48935019004,527.3487251900336,0.08227420625136174
305,306,171221.52,170774.0185216955,171669.0127283045,447.49710330447635,0.10472252765452214
306,307,101947.695,101706.68273925781,102188.70788574219,241.0125732421877,0.10494500905704537
307,308,316798.3,315953.981603674,317642.643396326,844.3308963260122,0.09866116457643635
308,309,261034.34,260453.2652027027,261615.4222972973,581.0785472972972,0.09322421137482481
309,310,348051.1,347305.8468329851,348796.3406670149,745.2469170148978,0.08439707477125497
310,311,250788.28,250345.55716849663,251231.00533150337,442.72408150337895,0.06485748049634807
311,312,201226.28,200758.7785776499,201693.7839223501,467.50267235008425,0.080110328538411
312,313,252596.08,251917.47581028295,253274.68043971705,678.6023147170612,0.09662889784069485
313,314,196484.58,195969.27364864864,196999.88260135136,515.3044763513519,0.10908650110587031
314,315,163713.11,163381.13413877744,164045.08461122256,331.9752362225508,0.0815215976447936
315,316,365748.97,364991.54166226776,366506.39583773224,757.4270877322645,0.07525448401347132
316,317,202508.48,201866.04945497256,203150.91929502744,642.4349200274487,0.11280747668472992
317,318,270306.9,269534.3268053209,271079.4856946791,772.5794446790538,0.10592373164529796
318,319,285073.25,284542.9213207348,285603.5786792652,530.3286792652017,0.07387346583810173
319,320,514347.34,512753.5390625,515941.1484375,1593.8046875000002,0.1004447877568695
320,321,228883.44,228390.68397645693,229376.19102354307,492.7535235430749,0.080613396495317
321,322,189757.48,189264.83668641787,190250.13206358213,492.64768858213665,0.09902102854262963
322,323,280998.25,280514.5826646959,281481.9173353041,483.66733530405463,0.0634960554525737
323,324,198839.53,198189.3134435705,199489.7490564295,650.2178064294753,0.15530198453974278
324,325,237587.66,236839.18656302788,238336.12593697212,748.4696869721291,0.14092112093677114
325,326,212888.84,212456.48611697636,213321.20138302364,432.35763302364876,0.07938230599588397
326,327,277348.25,276668.68742081925,278027.81257918075,679.5625791807446,0.08207329835765877
327,328,164590.73,164240.2367636191,164941.2319863809,350.4976113809129,0.08447561592348775
328,329,254752.08,254177.5507746516,255326.6054753484,574.5273503483945,0.08639132319831112
329,330,161999.22,161344.9461702914,162653.4913297086,654.2725797086147,0.1704555342111549
330,331,202149.7,201762.15689004434,202537.24935995566,387.54623495565824,0.0708501993064032
331,332,135858.55,135548.85731300147,136168.23643699853,309.6895619985218,0.09261720524846527
332,333,356779.8,355921.48573426943,357638.13926573057,858.3267657305753,0.08606510977978156
